id,expansion,name,rarity,color_identity,mana_value,types,is_booster
76555,STX,Restorative Burst,rare,BG,5,Sorcery,False
76556,STX,"Plargg, Dean of Chaos",rare,RW,2,Legendary Creature - Orc Shaman,True
76557,STX,"Augusta, Dean of Order",rare,RW,3,Legendary Creature - Human Cleric,False
76558,emblems,"Rowan, Scholar of Sparks Emblem",common,,0,Emblem,False
76559,STX,"Will, Scholar of Frost",mythic,RU,5,Legendary Planeswalker - Will,False
76560,STX,Selfless Glyphweaver,rare,BW,3,Creature - Human Cleric,True
76561,STX,Deadly Vanity,rare,BW,8,Sorcery,False
76562,STX,"Shaile, Dean of Radiance",rare,BW,2,Legendary Creature - Bird Cleric,True
76563,STX,"Embrose, Dean of Shadow",rare,BW,4,Legendary Creature - Human Warlock,False
76564,STX,Torrent Sculptor,rare,RU,4,Creature - Merfolk Wizard,True
76565,STX,Flamethrower Sonata,rare,RU,2,Sorcery,False
76566,STX,"Uvilda, Dean of Perfection",rare,RU,3,Legendary Creature - Djinn Wizard,True
76567,STX,"Nassari, Dean of Expression",rare,RU,5,Legendary Creature - Efreet Shaman,False
76568,STX,"Valentin, Dean of the Vein",rare,BG,1,Legendary Creature - Vampire Warlock,True
76569,STX,"Lisette, Dean of the Root",rare,BG,4,Legendary Creature - Human Druid,False
76570,STX,Aether Helix,uncommon,GU,5,Sorcery,True
76571,STX,Beledros Witherbloom,mythic,BG,7,Legendary Creature - Elder Dragon,True
76572,STX,Biomathematician,common,GU,3,Creature - Human Wizard,True
76573,STX,Blade Historian,rare,RW,4,Creature - Human Cleric,True
76574,STX,Blood Researcher,common,BG,3,Creature - Vampire Druid,True
76575,STX,Blot Out the Sky,mythic,BW,2,Sorcery,True
76576,STX,Body of Research,mythic,GU,6,Sorcery,True
76577,STX,Closing Statement,uncommon,BW,5,Instant,True
76578,STX,Cram Session,common,BG,2,Sorcery,True
76579,STX,Creative Outburst,uncommon,RU,7,Instant,True
76580,STX,Culling Ritual,rare,BG,4,Sorcery,True
76581,STX,Culmination of Studies,rare,RU,2,Sorcery,True
76582,STX,Daemogoth Titan,rare,BG,4,Creature - Demon,True
76583,STX,Daemogoth Woe-Eater,uncommon,BG,4,Creature - Demon,True
76584,STX,Deadly Brew,uncommon,BG,2,Sorcery,True
76585,STX,Decisive Denial,uncommon,GU,2,Instant,True
76586,STX,"Dina, Soul Steeper",uncommon,BG,2,Legendary Creature - Dryad Druid,True
76587,STX,Double Major,rare,GU,2,Instant,True
76588,STX,Dramatic Finale,rare,BW,4,Enchantment,True
76589,STX,Elemental Expressionist,rare,RU,4,Creature - Orc Wizard,True
76590,STX,Elemental Masterpiece,common,RU,7,Sorcery,True
76591,STX,Elemental Summoning,common,RU,5,Sorcery - Lesson,True
76592,STX,Eureka Moment,common,GU,4,Instant,True
76593,STX,Exhilarating Elocution,common,BW,4,Sorcery,True
76594,STX,Expressive Iteration,uncommon,RU,2,Sorcery,True
76595,STX,Fractal Summoning,common,GU,2,Sorcery - Lesson,True
76596,STX,Fracture,uncommon,BW,2,Instant,True
76597,STX,Galazeth Prismari,mythic,RU,4,Legendary Creature - Elder Dragon,True
76598,STX,Golden Ratio,uncommon,GU,3,Sorcery,True
76599,STX,Harness Infinity,mythic,BG,7,Instant,True
76600,STX,Hofri Ghostforge,mythic,RW,5,Legendary Creature - Dwarf Cleric,True
76601,STX,Humiliate,uncommon,BW,2,Sorcery,True
76602,STX,Infuse with Vitality,common,BG,2,Instant,True
76603,STX,Inkling Summoning,common,BW,3,Sorcery - Lesson,True
76604,STX,"Kasmina, Enigma Sage",mythic,GU,3,Legendary Planeswalker - Kasmina,True
76605,STX,"Killian, Ink Duelist",uncommon,BW,2,Legendary Creature - Human Warlock,True
76606,STX,Lorehold Apprentice,uncommon,RW,2,Creature - Human Cleric,True
76607,STX,Lorehold Command,rare,RW,5,Instant,True
76608,STX,Lorehold Excavation,uncommon,RW,2,Enchantment,True
76609,STX,Lorehold Pledgemage,common,RW,3,Creature - Kor Shaman,True
76610,STX,Maelstrom Muse,uncommon,RU,4,Creature - Djinn Wizard,True
76611,STX,Magma Opus,mythic,RU,8,Instant,True
76612,STX,Make Your Mark,common,RW,1,Instant,True
76613,STX,Manifestation Sage,rare,GU,4,Creature - Human Wizard,True
76614,STX,Moldering Karok,common,BG,4,Creature - Zombie Crocodile,True
76615,STX,Mortality Spear,uncommon,BG,4,Instant,True
76616,STX,Needlethorn Drake,common,GU,2,Creature - Drake,True
76617,STX,Oggyar Battle-Seer,common,RU,5,Creature - Ogre Shaman,True
76618,STX,Owlin Shieldmage,common,BW,5,Creature - Bird Warlock,True
76619,STX,Pest Summoning,common,BG,3,Sorcery - Lesson,True
76620,STX,Practical Research,uncommon,RU,5,Instant,True
76621,STX,Prismari Apprentice,uncommon,RU,2,Creature - Human Shaman,True
76622,STX,Prismari Command,rare,RU,3,Instant,True
76623,STX,Prismari Pledgemage,common,RU,2,Creature - Orc Wizard,True
76624,STX,Quandrix Apprentice,uncommon,GU,2,Creature - Human Wizard,True
76625,STX,Quandrix Command,rare,GU,3,Instant,True
76626,STX,Quandrix Cultivator,uncommon,GU,4,Creature - Turtle Druid,True
76627,STX,Quandrix Pledgemage,common,GU,3,Creature - Merfolk Druid,True
76628,STX,"Quintorius, Field Historian",uncommon,RW,5,Legendary Creature - Elephant Cleric,True
76629,STX,Radiant Scrollwielder,rare,RW,4,Creature - Dwarf Cleric,True
76630,STX,Reconstruct History,uncommon,RW,4,Sorcery,True
76631,STX,Relic Sloth,common,RW,5,Creature - Beast,True
76632,STX,Returned Pastcaller,uncommon,RW,6,Creature - Spirit Cleric,True
76633,STX,Rip Apart,uncommon,RW,2,Sorcery,True
76634,STX,Rise of Extus,common,BW,6,Sorcery,True
76635,STX,"Rootha, Mercurial Artist",uncommon,RU,3,Legendary Creature - Orc Shaman,True
76636,STX,Rushed Rebirth,rare,BG,2,Instant,True
76637,STX,Shadewing Laureate,uncommon,BW,3,Creature - Human Warlock,True
76638,STX,Shadrix Silverquill,mythic,BW,5,Legendary Creature - Elder Dragon,True
76639,STX,Silverquill Apprentice,uncommon,BW,2,Creature - Human Warlock,True
76640,STX,Silverquill Command,rare,BW,4,Sorcery,True
76641,STX,Silverquill Pledgemage,common,BW,3,Creature - Vampire Cleric,True
76642,STX,Silverquill Silencer,rare,BW,2,Creature - Human Cleric,True
76643,STX,Spectacle Mage,common,RU,3,Creature - Bird Shaman,True
76644,STX,Spirit Summoning,common,RW,3,Sorcery - Lesson,True
76645,STX,Spiteful Squad,common,BW,4,Creature - Human Warlock,True
76646,STX,Square Up,common,GU,2,Instant,True
76647,STX,Stonebound Mentor,common,RW,3,Creature - Spirit Advisor,True
76648,STX,Tanazir Quandrix,mythic,GU,5,Legendary Creature - Elder Dragon,True
76649,STX,Teach by Example,common,RU,2,Instant,True
76650,STX,Tend the Pests,uncommon,BG,2,Instant,True
76651,STX,Thrilling Discovery,common,RW,2,Sorcery,True
76652,STX,Vanishing Verse,rare,BW,2,Instant,True
76653,STX,Velomachus Lorehold,mythic,RW,7,Legendary Creature - Elder Dragon,True
76654,STX,Venerable Warsinger,rare,RW,3,Creature - Spirit Cleric,True
76655,STX,Witherbloom Apprentice,uncommon,BG,2,Creature - Human Druid,True
76656,STX,Witherbloom Command,rare,BG,2,Sorcery,True
76657,STX,Witherbloom Pledgemage,common,BG,5,Creature - Treefolk Warlock,True
76658,STX,"Zimone, Quandrix Prodigy",uncommon,GU,2,Legendary Creature - Human Wizard,True
76659,STX,Biblioplex Assistant,common,,4,Artifact Creature - Gargoyle,True
76660,STX,Campus Guide,common,,2,Artifact Creature - Golem,True
76661,STX,"Codie, Vociferous Codex",rare,BGRUW,3,Legendary Artifact Creature - Construct,True
76662,STX,Cogwork Archivist,common,,6,Artifact Creature - Construct,True
76663,STX,Excavated Wall,common,,1,Artifact Creature - Wall,True
76664,STX,Letter of Acceptance,common,,3,Artifact,True
76665,STX,Reflective Golem,uncommon,,3,Artifact Creature - Golem,True
76666,STX,Spell Satchel,uncommon,,2,Artifact,True
76667,STX,Strixhaven Stadium,rare,,3,Artifact,True
76668,STX,Team Pennant,uncommon,,1,Artifact - Equipment,True
76669,STX,Zephyr Boots,uncommon,,1,Artifact - Equipment,True
76670,STX,Access Tunnel,uncommon,,0,Land,True
76671,STX,Archway Commons,common,,0,Land,True
76672,STX,The Biblioplex,rare,,0,Land,True
76673,STX,Frostboil Snarl,rare,RU,0,Land,True
76674,STX,Furycalm Snarl,rare,RW,0,Land,True
76675,STX,Hall of Oracles,rare,,0,Land,True
76676,STX,Lorehold Campus,common,RW,0,Land,True
76677,STX,Necroblossom Snarl,rare,BG,0,Land,True
76678,STX,Prismari Campus,common,RU,0,Land,True
76679,STX,Quandrix Campus,common,GU,0,Land,True
76680,STX,Shineshadow Snarl,rare,BW,0,Land,True
76681,STX,Silverquill Campus,common,BW,0,Land,True
76682,STX,Vineglimmer Snarl,rare,GU,0,Land,True
76683,STX,Witherbloom Campus,common,BG,0,Land,True
76684,STX,Plains,basic,W,0,Basic Land - Plains,True
76685,STX,Plains,basic,W,0,Basic Land - Plains,True
76686,STX,Island,basic,U,0,Basic Land - Island,True
76687,STX,Island,basic,U,0,Basic Land - Island,True
76688,STX,Swamp,basic,B,0,Basic Land - Swamp,True
76689,STX,Swamp,basic,B,0,Basic Land - Swamp,True
76690,STX,Mountain,basic,R,0,Basic Land - Mountain,True
76691,STX,Mountain,basic,R,0,Basic Land - Mountain,True
76692,STX,Forest,basic,G,0,Basic Land - Forest,True
76693,STX,Forest,basic,G,0,Basic Land - Forest,True
76757,TSTX,Avatar,token,,0,Creature - Avatar,False
76758,TSTX,Elemental,token,,0,Creature - Elemental,False
76759,TSTX,Fractal,token,,0,Creature - Fractal,False
76760,TSTX,Inkling,token,,0,Creature - Inkling,False
76761,TSTX,Pest,token,,0,Creature - Pest,False
76762,TSTX,Spirit,token,,0,Creature - Spirit,False
76763,TSTX,Treasure,token,,0,Artifact - Treasure,False
76764,STX,Professor Onyx,mythic,B,6,Legendary Planeswalker - Liliana,False
76765,STX,"Mila, Crafty Companion",mythic,RW,3,Legendary Creature - Fox,False
76766,STX,"Lukka, Wayward Bonder",mythic,RW,6,Legendary Planeswalker - Lukka,False
76767,STX,"Rowan, Scholar of Sparks",mythic,RU,3,Legendary Planeswalker - Rowan,False
76768,STX,"Will, Scholar of Frost",mythic,RU,5,Legendary Planeswalker - Will,False
76769,STX,"Kasmina, Enigma Sage",mythic,GU,3,Legendary Planeswalker - Kasmina,False
76770,STX,Dragonsguard Elite,rare,G,2,Creature - Human Druid,False
76771,STX,Shadrix Silverquill,mythic,BW,5,Legendary Creature - Elder Dragon,False
76772,STX,Galazeth Prismari,mythic,RU,4,Legendary Creature - Elder Dragon,False
76773,STX,Beledros Witherbloom,mythic,BG,7,Legendary Creature - Elder Dragon,False
76774,STX,Velomachus Lorehold,mythic,RW,7,Legendary Creature - Elder Dragon,False
76775,STX,Tanazir Quandrix,mythic,GU,5,Legendary Creature - Elder Dragon,False
76841,ANA,Plains,basic,W,0,Basic Land - Plains,False
76842,ANA,Plains,basic,W,0,Basic Land - Plains,False
76843,ANA,Swamp,basic,B,0,Basic Land - Swamp,False
76844,ANA,Forest,basic,G,0,Basic Land - Forest,False
76845,ANA,Island,basic,U,0,Basic Land - Island,False
76846,ANA,Mountain,basic,R,0,Basic Land - Mountain,False
76847,ANA,Mountain,basic,R,0,Basic Land - Mountain,False
76848,ANA,Mountain,basic,R,0,Basic Land - Mountain,False
76849,ANA,Island,basic,U,0,Basic Land - Island,False
76850,ANA,Island,basic,U,0,Basic Land - Island,False
76851,ANA,Forest,basic,G,0,Basic Land - Forest,False
76852,ANA,Swamp,basic,B,0,Basic Land - Swamp,False
76853,ANA,Plains,basic,W,0,Basic Land - Plains,False
76854,ANA,Swamp,basic,B,0,Basic Land - Swamp,False
76855,ANA,Forest,basic,G,0,Basic Land - Forest,False
76856,TKLR,Construct,token,,0,Artifact Creature - Construct,True
76859,TJMP,Minotaur,token,,0,Creature - Minotaur,True
76860,M21,"Ugin, the Spirit Dragon",mythic,,8,Legendary Planeswalker - Ugin,False
76861,M21,Basri Ket,mythic,W,3,Legendary Planeswalker - Basri,False
76862,M21,Basri's Acolyte,common,W,4,Creature - Cat Cleric,False
76863,M21,Basri's Lieutenant,rare,W,4,Creature - Human Knight,False
76864,M21,Basri's Solidarity,uncommon,W,2,Sorcery,False
76865,M21,"Teferi, Master of Time",mythic,U,4,Legendary Planeswalker - Teferi,False
76866,M21,"Teferi, Master of Time",mythic,U,4,Legendary Planeswalker - Teferi,False
76867,M21,"Teferi, Master of Time",mythic,U,4,Legendary Planeswalker - Teferi,False
76868,M21,"Teferi, Master of Time",mythic,U,4,Legendary Planeswalker - Teferi,False
76869,M21,Teferi's Ageless Insight,rare,U,4,Legendary Enchantment,False
76870,M21,Teferi's Protege,common,U,3,Creature - Human Wizard,False
76871,M21,Teferi's Tutelage,uncommon,U,3,Enchantment,False
76872,M21,"Liliana, Waker of the Dead",mythic,B,4,Legendary Planeswalker - Liliana,False
76873,M21,Liliana's Devotee,uncommon,B,3,Creature - Human Warlock,False
76874,M21,Liliana's Standard Bearer,rare,B,3,Creature - Zombie Knight,False
76875,M21,Liliana's Steward,common,B,1,Creature - Zombie,False
76876,M21,"Chandra, Heart of Fire",mythic,R,5,Legendary Planeswalker - Chandra,False
76877,M21,Chandra's Incinerator,rare,R,6,Creature - Elemental,False
76878,M21,Chandra's Magmutt,common,R,2,Creature - Elemental Dog,False
76879,M21,Chandra's Pyreling,uncommon,R,2,Creature - Elemental Lizard,False
76880,M21,"Garruk, Unleashed",mythic,G,4,Legendary Planeswalker - Garruk,False
76881,M21,Garruk's Gorehorn,common,G,5,Creature - Beast,False
76882,M21,Garruk's Harbinger,rare,G,3,Creature - Beast,False
76883,M21,Garruk's Uprising,uncommon,G,3,Enchantment,False
76884,KHM,"Vorinclex, Monstrous Raider",mythic,G,6,Legendary Creature - Phyrexian Praetor,False
76885,KHM,"Valki, God of Lies",mythic,BR,2,Legendary Creature - God,False
76886,KHM,"Tibalt, Cosmic Impostor",mythic,BR,7,Legendary Planeswalker - Tibalt,False
76887,KHM,Tyvar Kell,mythic,BG,4,Legendary Planeswalker - Tyvar,False
76888,KHM,Kaya the Inexorable,mythic,BW,5,Legendary Planeswalker - Kaya,False
76889,KHM,Niko Aris,mythic,UW,3,Legendary Planeswalker - Niko,False
76893,TMH1,Shapeshifter,token,,0,Creature - Shapeshifter,True
76894,TMH1,Angel,token,,0,Creature - Angel,True
76895,TMH1,Bird,token,,0,Creature - Bird,True
76896,TMH1,Soldier,token,,0,Creature - Soldier,True
76897,TMH1,Illusion,token,,0,Creature - Illusion,True
76898,TMH1,Marit Lage,token,,0,Legendary Creature - Avatar,True
76899,TMH1,Zombie,token,,0,Creature - Zombie,True
76900,TMH1,Goblin,token,,0,Creature - Goblin,True
76901,TMH1,Elemental,token,,0,Creature - Elemental,True
76903,TMH1,Bear,token,,0,Creature - Bear,True
76904,TMH1,Elephant,token,,0,Creature - Elephant,True
76905,TMH1,Rhino,token,,0,Creature - Rhino,True
76906,TMH1,Spider,token,,0,Creature - Spider,True
76907,TMH1,Squirrel,token,,0,Creature - Squirrel,True
76908,TMH1,Spirit,token,,0,Creature - Spirit,True
76909,TMH1,Construct,token,,0,Artifact Creature - Construct,True
76910,TMH1,Golem,token,,0,Artifact Creature - Golem,True
76911,TMH1,Myr,token,,0,Artifact Creature - Myr,True
76930,MH2,Thraben Watcher,uncommon,W,4,Creature - Angel,True
76933,MH2,Aeromoeba,common,U,4,Creature - Elemental Beast,True
76949,MH2,So Shiny,common,U,3,Enchantment - Aura,True
76951,MH2,Svyelun of Sea and Sky,mythic,U,3,Legendary Creature - Merfolk God,True
76953,MH2,Bone Shards,common,B,1,Sorcery,True
76967,MH2,Necrogoyf,rare,B,5,Creature - Lhurgoyf,True
76969,MH2,Nested Shambler,common,B,1,Creature - Zombie,True
76982,MH2,Blazing Rootwalla,uncommon,R,1,Creature - Lizard,True
76988,MH2,Dragon's Rage Channeler,uncommon,R,1,Creature - Human Shaman,True
76996,MH2,Galvanic Relay,common,R,3,Sorcery,True
77007,MH2,"Aeve, Progenitor Ooze",rare,G,5,Legendary Creature - Ooze,True
77008,MH2,"Chatterfang, Squirrel General",mythic,BG,3,Legendary Creature - Squirrel Warrior,True
77009,MH2,Chatterstorm,common,G,2,Sorcery,True
77012,MH2,Glimmer Bairn,common,G,1,Creature - Ouphe,True
77021,MH2,Squirrel Sovereign,uncommon,G,2,Creature - Squirrel Noble,True
77028,MH2,Goblin Anarchomancer,common,GR,2,Creature - Goblin Shaman,True
77034,MH2,Terminal Agony,common,BR,4,Sorcery,True
77035,MH2,Territorial Kavu,rare,GR,2,Creature - Kavu,True
77042,MH2,Monoskelion,uncommon,,2,Artifact Creature - Construct,True
77043,MH2,Ornithopter of Paradise,common,,2,Artifact Creature - Thopter,True
77068,MH2,"Chainer, Nightmare Adept",rare,BR,4,Legendary Creature - Human Minion,True
77106,AFR,+2 Mace,common,W,2,Artifact - Equipment,True
77107,AFR,Arborea Pegasus,common,W,4,Creature - Pegasus,True
77108,AFR,Blink Dog,uncommon,W,3,Creature - Dog,True
77109,AFR,The Book of Exalted Deeds,mythic,W,3,Legendary Artifact,True
77110,AFR,Celestial Unicorn,common,W,3,Creature - Unicorn,True
77111,AFR,Cleric Class,uncommon,W,1,Enchantment - Class,True
77112,AFR,Cloister Gargoyle,uncommon,W,3,Artifact Creature - Gargoyle,True
77113,AFR,Dancing Sword,rare,W,2,Artifact - Equipment,True
77114,AFR,Dawnbringer Cleric,common,W,2,Creature - Human Cleric,True
77115,AFR,Delver's Torch,common,W,2,Artifact - Equipment,True
77116,AFR,Devoted Paladin,common,W,5,Creature - Orc Knight,True
77117,AFR,Divine Smite,uncommon,W,2,Instant,True
77118,AFR,Dragon's Disciple,uncommon,W,2,Creature - Human Monk,True
77119,AFR,Dwarfhold Champion,common,W,2,Creature - Dwarf Warrior,True
77120,AFR,Flumph,rare,W,2,Creature - Jellyfish,True
77121,AFR,Gloom Stalker,common,W,3,Creature - Dwarf Ranger,True
77122,AFR,Grand Master of Flowers,mythic,W,4,Legendary Planeswalker - Bahamut,True
77123,AFR,Guardian of Faith,rare,W,3,Creature - Spirit Knight,True
77124,AFR,Half-Elf Monk,common,W,4,Creature - Human Elf Monk,True
77125,AFR,"Icingdeath, Frost Tyrant",mythic,W,4,Legendary Creature - Dragon,True
77126,AFR,Ingenious Smith,uncommon,W,2,Creature - Human Artificer,True
77127,AFR,Keen-Eared Sentry,uncommon,W,2,Creature - Human Soldier,True
77128,AFR,Loyal Warhound,rare,W,2,Creature - Dog,True
77129,AFR,Minimus Containment,common,W,3,Enchantment - Aura,True
77130,AFR,Monk of the Open Hand,uncommon,W,1,Creature - Elf Monk,True
77131,AFR,Moon-Blessed Cleric,uncommon,W,3,Creature - Human Elf Cleric,True
77132,AFR,"Nadaar, Selfless Paladin",rare,W,3,Legendary Creature - Dragon Knight,True
77133,AFR,Oswald Fiddlebender,rare,W,2,Legendary Creature - Gnome Artificer,True
77134,AFR,Paladin Class,rare,W,1,Enchantment - Class,True
77135,AFR,Paladin's Shield,common,W,2,Artifact - Equipment,True
77136,AFR,Planar Ally,common,W,5,Creature - Angel,True
77137,AFR,Plate Armor,uncommon,W,3,Artifact - Equipment,True
77138,AFR,Portable Hole,uncommon,W,1,Artifact,True
77139,AFR,Potion of Healing,common,W,2,Artifact,True
77140,AFR,Priest of Ancient Lore,common,W,3,Creature - Dwarf Cleric,True
77141,AFR,Rally Maneuver,uncommon,W,3,Instant,True
77142,AFR,Ranger's Hawk,common,W,1,Creature - Bird,True
77143,AFR,Steadfast Paladin,common,W,2,Creature - Dwarf Knight,True
77144,AFR,Teleportation Circle,rare,W,4,Enchantment,True
77145,AFR,Veteran Dungeoneer,common,W,4,Creature - Human Warrior,True
77146,AFR,White Dragon,uncommon,W,6,Creature - Dragon,True
77147,AFR,You Hear Something on Watch,common,W,2,Instant,True
77148,AFR,You're Ambushed on the Road,common,W,1,Instant,True
77149,AFR,Aberrant Mind Sorcerer,uncommon,U,5,Creature - Human Elf Shaman,True
77150,AFR,Air-Cult Elemental,common,U,6,Creature - Elemental,True
77151,AFR,Arcane Investigator,common,U,2,Creature - Elf Wizard,True
77152,AFR,Bar the Gate,common,U,3,Instant,True
77153,AFR,The Blackstaff of Waterdeep,rare,U,1,Legendary Artifact,True
77154,AFR,Blue Dragon,uncommon,U,7,Creature - Dragon,True
77155,AFR,Charmed Sleep,common,U,3,Enchantment - Aura,True
77156,AFR,Clever Conjurer,common,U,3,Creature - Gnome Wizard,True
77157,AFR,Contact Other Plane,common,U,4,Instant,True
77158,AFR,Demilich,mythic,U,4,Creature - Skeleton Wizard,True
77159,AFR,Displacer Beast,uncommon,U,3,Creature - Cat Beast,True
77160,AFR,Djinni Windseer,common,U,4,Creature - Djinn,True
77161,AFR,Dragon Turtle,rare,U,3,Creature - Dragon Turtle,True
77162,AFR,Eccentric Apprentice,uncommon,U,3,Creature - Tiefling Wizard,True
77163,AFR,Feywild Trickster,uncommon,U,3,Creature - Gnome Warlock,True
77164,AFR,Fly,uncommon,U,1,Enchantment - Aura,True
77165,AFR,"Grazilaxx, Illithid Scholar",rare,U,3,Legendary Creature - Horror,True
77166,AFR,Guild Thief,uncommon,U,2,Creature - Orc Rogue,True
77167,AFR,"Iymrith, Desert Doom",mythic,U,5,Legendary Creature - Dragon,True
77168,AFR,Mind Flayer,rare,U,5,Creature - Horror,True
77169,emblems,Mordenkainen Emblem,common,,0,Emblem,False
77170,AFR,Mordenkainen's Polymorph,common,U,2,Instant,True
77171,AFR,Pixie Guide,common,U,2,Creature - Faerie,True
77172,AFR,Power of Persuasion,uncommon,U,3,Sorcery,True
77173,AFR,Ray of Frost,uncommon,U,2,Enchantment - Aura,True
77174,AFR,Rimeshield Frost Giant,common,U,5,Creature - Giant Warrior,True
77175,AFR,Scion of Stygia,common,U,3,Creature - Tiefling Shaman,True
77176,AFR,Secret Door,common,U,1,Artifact Creature - Wall,True
77177,AFR,Shocking Grasp,common,U,2,Instant,True
77178,AFR,Shortcut Seeker,common,U,4,Creature - Human Rogue,True
77179,AFR,Silver Raven,common,U,1,Artifact Creature - Bird,True
77180,AFR,Soulknife Spy,common,U,3,Creature - Elf Rogue,True
77181,AFR,Split the Party,uncommon,U,5,Sorcery,True
77182,AFR,Sudden Insight,uncommon,U,6,Instant,True
77183,AFR,Tasha's Hideous Laughter,rare,U,3,Sorcery,True
77184,AFR,Trickster's Talisman,uncommon,U,1,Artifact - Equipment,True
77185,AFR,True Polymorph,rare,U,6,Instant,True
77186,AFR,Wizard Class,uncommon,U,1,Enchantment - Class,True
77187,AFR,Wizard's Spellbook,rare,U,7,Artifact,True
77188,AFR,You Come to a River,common,U,2,Instant,True
77189,AFR,You Find the Villains' Lair,common,U,3,Instant,True
77190,AFR,You See a Guard Approach,common,U,1,Instant,True
77191,AFR,Yuan-Ti Malison,rare,U,2,Creature - Snake Rogue,True
77192,AFR,Acererak the Archlich,mythic,B,3,Legendary Creature - Zombie Wizard,True
77193,AFR,Asmodeus the Archfiend,rare,B,6,Legendary Creature - Devil God,True
77194,AFR,Baleful Beholder,common,B,6,Creature - Beholder,True
77195,AFR,Black Dragon,uncommon,B,7,Creature - Dragon,True
77196,AFR,The Book of Vile Darkness,mythic,B,3,Legendary Artifact,True
77197,AFR,Check for Traps,uncommon,B,2,Sorcery,True
77198,AFR,Clattering Skeletons,common,B,4,Creature - Skeleton,True
77199,AFR,Deadly Dispute,common,B,2,Instant,True
77200,AFR,Death-Priest of Myrkul,uncommon,B,4,Creature - Tiefling Cleric,True
77201,AFR,Demogorgon's Clutches,uncommon,B,3,Sorcery,True
77202,AFR,Devour Intellect,common,B,1,Sorcery,True
77203,AFR,Drider,uncommon,B,5,Creature - Elf Spider,True
77204,AFR,Dungeon Crawler,uncommon,B,1,Creature - Zombie,True
77205,AFR,"Ebondeath, Dracolich",mythic,B,4,Legendary Creature - Zombie Dragon,True
77206,AFR,Eyes of the Beholder,common,B,6,Instant,True
77207,AFR,Fates' Reversal,common,B,2,Sorcery,True
77208,AFR,Feign Death,common,B,1,Instant,True
77209,AFR,Forsworn Paladin,rare,B,1,Creature - Human Knight,True
77210,AFR,Gelatinous Cube,rare,B,4,Creature - Ooze,True
77211,AFR,Grim Bounty,common,B,4,Sorcery,True
77212,AFR,Grim Wanderer,uncommon,B,2,Creature - Goblin Warlock,True
77213,AFR,Herald of Hadar,common,B,5,Creature - Human Warlock,True
77214,AFR,Hired Hexblade,common,B,2,Creature - Elf Warlock,True
77215,AFR,Hoard Robber,common,B,2,Creature - Tiefling Rogue,True
77216,AFR,Lightfoot Rogue,uncommon,B,2,Creature - Halfling Rogue,True
77217,emblems,"Lolth, Spider Queen Emblem",common,,0,Emblem,False
77218,AFR,Manticore,common,B,4,Creature - Manticore,True
77219,AFR,Power Word Kill,uncommon,B,2,Instant,True
77220,AFR,Precipitous Drop,common,B,3,Enchantment - Aura,True
77221,AFR,Ray of Enfeeblement,uncommon,B,1,Instant,True
77222,AFR,Reaper's Talisman,uncommon,B,1,Artifact - Equipment,True
77223,AFR,Sepulcher Ghoul,common,B,2,Creature - Zombie,True
77224,AFR,Shambling Ghast,common,B,1,Creature - Zombie,True
77225,AFR,Skullport Merchant,uncommon,B,3,Creature - Dwarf Citizen,True
77226,AFR,Sphere of Annihilation,rare,B,1,Artifact,True
77227,AFR,Thieves' Tools,common,B,2,Artifact - Equipment,True
77228,AFR,Vampire Spawn,common,B,3,Creature - Vampire,True
77229,AFR,Vorpal Sword,rare,B,1,Artifact - Equipment,True
77230,AFR,Warlock Class,uncommon,B,1,Enchantment - Class,True
77231,AFR,Westgate Regent,rare,B,5,Creature - Vampire,True
77232,AFR,Wight,rare,B,2,Creature - Zombie Soldier,True
77233,AFR,Yuan-Ti Fang-Blade,common,B,3,Creature - Snake Rogue,True
77234,AFR,Zombie Ogre,common,B,5,Creature - Zombie Ogre,True
77235,AFR,Armory Veteran,common,R,2,Creature - Orc Warrior,True
77236,AFR,Barbarian Class,uncommon,R,1,Enchantment - Class,True
77237,AFR,Battle Cry Goblin,uncommon,R,2,Creature - Goblin,True
77238,AFR,Boots of Speed,common,R,1,Artifact - Equipment,True
77239,AFR,Brazen Dwarf,common,R,2,Creature - Dwarf Shaman,True
77240,AFR,Burning Hands,uncommon,R,2,Instant,True
77241,AFR,Chaos Channeler,uncommon,R,4,Creature - Human Shaman,True
77242,AFR,Critical Hit,uncommon,R,2,Instant,True
77243,AFR,"Delina, Wild Mage",rare,R,4,Legendary Creature - Elf Shaman,True
77244,AFR,Dragon's Fire,common,R,2,Instant,True
77245,AFR,Dueling Rapier,common,R,1,Artifact - Equipment,True
77246,AFR,Earth-Cult Elemental,common,R,6,Creature - Elemental,True
77247,AFR,Farideh's Fireball,common,R,5,Instant,True
77248,AFR,Flameskull,mythic,R,3,Creature - Skeleton,True
77249,AFR,Goblin Javelineer,common,R,1,Creature - Goblin Warrior,True
77250,AFR,Goblin Morningstar,uncommon,R,2,Artifact - Equipment,True
77251,AFR,Hoarding Ogre,common,R,4,Creature - Ogre,True
77252,AFR,Hobgoblin Bandit Lord,rare,R,3,Creature - Goblin Rogue,True
77253,AFR,Hobgoblin Captain,common,R,2,Creature - Goblin Barbarian,True
77254,AFR,Hulking Bugbear,uncommon,R,3,Creature - Goblin,True
77255,AFR,Improvised Weaponry,common,R,3,Sorcery,True
77256,AFR,Inferno of the Star Mounts,mythic,R,6,Legendary Creature - Dragon,True
